RoomArea,NumberofAppliances,OutsideTemperature,InsulationThickness,BuildingType,HVACSystem,AverageTemperature,EnergyConsumption
51.38,19.0,22.53,17.15,Residential,Heat Pump,22.65,712.0
28.83,3.0,23.44,11.43,Commercial,Rooftop Unit,22.88,496.46
15.1,2.0,28.41,12.83,Residential,Central AC,25.42,238.54
20.14,5.0,28.62,22.58,Educational, Split AC,27.17,348.42
23.28,7.0,24.55,18.32,Hospital,Central AC,20.45,919.18
223.74,41.0,12.31,15.05,Residential,Central AC,18.15,5477.73
327.43,27.0,24.53,8.43,Residential,Central AC,23.81,4132.16
12.96,8.0,28.24,30.0,Educational,Heat Pump,25.61,279.94
43.3,7.0,33.63,15.37,Commercial,VRF,23.9,1158.8
11.92,7.0,24.72,7.8,Residential,Split AC,24.06,300.64
14.81,4.0,22.51,18.08,Educational,Split AC,23.38,303.86
36.64,14.0,24.41,13.97,Educational,Rooftop Unit,21.55,886.73
20.1,6.0,21.56,15.28,Hospital,Split AC,22.83,-351.2163044002537
69.62,17.0,28.11,6.84,Commercial,Central AC,25.34,2297.46
14.04,8.0,16.95,7.94,Hospital,Split AC,19.32,789.58
25.05,3.0,-61.29187553097516,13.43,Commercial,VRF,19.96,292.37
,2.0,36.48,10.58,Residential,Central AC,28.17,703.4
75.87,8.0,27.96,7.74,,Heat Pump,26.6,788.72
65.19,14.0,25.52,23.48,Educational,Central AC,24.85,1001.15
77.38,20.0,9.6,9.84,Hospital,Split AC,18.45,3582.34
296.97,52.0,33.52,17.23,Residential,Rooftop Unit,23.71,6892.73
74.37,9.0,19.07,11.96,Educational,Rooftop Unit,22.12,
37.37,9.0,27.51,20.38,Residential,Rooftop Unit,23.8,676.88
63.39,19.0,19.58,23.63,Hospital,Rooftop Unit,18.64,2019.84
68.21,10.0,23.22,6.02,Hospital,Rooftop Unit,23.11,1990.56
85.66,15.0,21.29,25.83,Educational,Central AC,20.79,1404.94
65.07,18.0,36.94,12.04,hospital,Heat Pump,23.94,3032.13
148.45,10.0,6.97,19.43,Office,Heat Pump,20.33,2838.89
55.2,10.0,5.87,29.29140716027164,Residential,Split AC,18.0,12308.973199691352
24.16,1.0,26.75,10.41,Residential,VRF,25.62,218.55
22.56,1.0,31.82,12.5,Educational,VRF,21.75,440.5
161.21622175580725,8.0,43.62,8.76,Residential,Split AC,27.88,102.81533448679588
338.74,30.0,18.29,6.04,Educational,Split AC,19.6,4209.09
67.26,17.0,30.42,5.21,Educational,SPLIT AC,23.83,2263.98
19.59,7.0,40.25,17.61,Office,Central AC,27.68,850.98
57.0,15.0,38.39,13.98,Office,Central AC,27.79,2324.27
38.63,9.0,42.87,15.18,Residential,Central AC,28.31,1460.67
87.86,25.0,19.33,16.05,Hospital,Split AC ,20.15,2690.92
54.83,7.0,16.2,11.01,Commercial,Rooftop Unit,19.21,1113.43
108.61,25.0,15.82,14.26,Commercial,Central AC,19.17,3015.13
158.9,20.0,29.75,30.0,Educational,Split AC,29.35,1825.87
63.89,19.0,25.98,14.73,Hospital,Split AC,26.19,1442.38
32.84,7.0,40.61,20.4,Educational,Split AC,25.75,1019.31
33.96,12.0,17.37,12.69,Commercial,Heat Pump,18.13,706.34
27.74,1.0,30.56,11.81,Office,Heat Pump,21.72,407.0
16.76,7.0,41.86,9.1,Residential,Split AC,28.69,732.46
44.79,13.0,28.29,7.52,Hospital,Rooftop Unit,26.16,1927.45
31.4,14.0,38.76,11.27,Commercial,Central AC,28.54,2036.26
13.13,8.0,13.92,12.6,Residential,Split AC,21.65,398.84
16.87,1.0,12.73,9.45,Commercial,VRF,21.75,498.77
34.36,14.0,26.41,11.17,Commercial,VRF,26.08,797.61
197.08,19.0,26.88,9.29, Residential,Split AC,24.27,3237.56
10.85,4.0,29.45,11.01,Hospital,Split AC,26.64,486.93
79.99,19.0,36.63,26.32,Residential,Split AC,26.48,1563.06
26.29,1.0,26.77,13.91,Educational,Heat Pump,24.17,225.48
26.01,5.0,19.71,13.32,Commercial,VRF,20.79,309.89
20.27,1.0,35.58,17.07,Residential,Split AC,26.42,332.65
57.17,1.0,35.98,14.81,Educational,Rooftop Unit,26.22,12445.169673047647
46.76,7.0,6.89,6.25,Residential,Split AC,19.78,1734.93
63.62,16.0,23.36,14.93,Residential,VRF,24.36,771.11
101.11,22.0,16.49,10.9,Office,Split AC,19.37,2208.17
18.69,5.0,23.14,11.92,Hospital,VRF,22.13,488.31
79.06,15.0,23.53,13.69,Commercial,Split AC,23.17,1501.22
56.12,17.0,29.84,26.65,Hospital,Central AC,27.08,1634.5
,4.0,44.47,12.6,Residential,Split AC,28.25,1020.61
47.1,20.0,42.16,10.43,Commercial,Split AC,27.78,2729.64
122.01,37.0,26.62,30.0,Hospital,Central AC,25.35,3707.72
19.71,8.0,22.46,11.02,Office,Rooftop Unit,21.72,564.56
55.47,14.0,15.69,15.38,Commercial,Split AC,20.04,1426.9
19.79,8.0,25.28,11.84,Educational,Central AC,24.71,546.51
16.65,3.0,14.48,26.18,Office,Split AC,20.89,258.66
20.84,2.0,32.19,12.68,Office,Central AC,25.0,-144.88065582456264
21.45,2.0,11.32,14.83,Office,Rooftop Unit,18.0,616.55
20.58,1.0,42.76,16.37,Residential,Split AC,26.63,581.44
34.68,10.0,12.98,19.76,Commercial,Central AC,18.87,1241.78
78.67,8.0,37.43,14.99,Hospital,Split AC,25.89,2950.78
24.81,7.0,39.32,,Residential,Split AC,28.53,454.45
66.74,18.0,21.62,7.08,Educational,Central AC,23.25,1513.12
146.34,10.0,19.75,14.93,Commercial,Central AC,23.86,2603.39
143.37,39.0,20.03,11.92,Office,VRF,22.43,2926.85
10.93,1.0,24.49,17.97,Commercial,Central AC,23.92,148.32
58.77,8.0,11.89,19.63,Residential,Split AC,22.49,1218.67
105.42,18.0,32.99,0.7040503799073389,Educational,Heat Pump,23.05,11750.19956318093
267.31,49.0,21.38,19.96,Office,VRF,24.81,3989.17
26.09,1.0,15.89,13.43,Office,Central AC,18.0,422.18
98.87,33.0,24.54,14.34,Commercial,Rooftop Unit,24.93,3140.07
76.97,10.0,8.55,7.81,Educational,VRF,20.82,2031.54
55.73,1.0,13.79,26.57,Hospital,VRF,19.74,8319.798116835376
37.6,6.0,43.67,6.11,Residential,VRF,24.9,1072.04
268.0375563866541,5.0,27.8,7.84,Residential,Split AC,23.78,20.61848846576752
21.95,5.0,12.45,30.0,Residential,Rooftop Unit,20.82,461.96
126.82,33.0,32.47,15.77,Commercial,Split AC,26.9,3980.55
18.16,7.0,28.08,20.34,Residential,Central AC,25.01,398.36
54.45,20.0,11.12,20.09,Educational,Rooftop Unit,18.58,1781.11
12.29,8.0,23.64,22.19,Educational,Heat Pump,23.41,271.06
16.34,7.0,24.17,8.7,Residential,Rooftop Unit,25.04,517.21
11.78,8.0,27.4,13.53,Educational,Heat Pump,23.35,305.55
43.86,16.0,34.98,13.8,,Split AC,24.85,1233.11
61.2,15.0,10.01,8.41,Commercial,Split AC,22.0,2859.38
25.46,5.0,19.54,9.85,Commercial,Split AC,20.33,545.86
29.75,2.0,24.4,21.15,Hospital,Heat Pump,23.53,431.62
10.929719944702052,17.0,24.72,18.1,Office,Split AC,26.46,13245.683300725119
12.46,3.0,17.85,19.16,Educational,Rooftop Unit,18.71,254.07
22.12,7.0,30.73,9.5,Residential ,Rooftop Unit,24.73,568.51
237.46,42.0,16.31,15.27,Educational,Central AC,18.0,4654.71
271.49,51.0,34.42,13.96,Educational,VRF,23.97,6245.69
285.8794558420804,15.0,18.35,9.42,Office,Rooftop Unit,19.09,37.42362916481284
39.7,19.0,23.9,9.59,Residential,Split AC,21.53,-384.8111153332659
10.63,1.0,15.6,18.37,Educational,Central AC,20.3,141.37
349.15,31.0,32.17,7.0,Residential,Central AC,22.61,7649.18
50.08,8.0,30.43,13.96,Hospital,Split AC,24.87,1941.3
64.72,13.0,15.84,11.66,Hospital,Heat Pump,18.0,1511.72
14.81,7.0,33.94,9.87,Hospital,Rooftop Unit,26.91,963.56
21.0,4.0,14.99,16.09,Hospital,,24.43,619.19
55.64,6.0,,13.75,Residential,Heat Pump,24.04,1194.13
64.05,17.0,33.96,15.37,Educational,Central AC,25.81,1845.38
29.04,1.0,17.17,10.08,Office,Rooftop Unit,18.51,433.51
35.28,16.0,27.8,10.17,Residential,Split AC,25.86,756.44
29.8,2.0,10.89,7.16,Educational,Rooftop Unit,18.0,668.46
76.49,19.0,12.38,12.64,Residential,Heat Pump,21.5,1546.92
21.95,2.0,32.45,16.36,Residential,Split AC,25.12,367.77
164.9062706220581,5.0,18.46,9.19,Hospital,Heat Pump,22.2,99.73794260452009
59.32,8.0,28.89,11.45,Commercial,Central AC,25.54,1535.4
43.56,15.0,45.0,16.71,Office,VRF,23.61,1709.78
20.56,4.0,30.68,21.63,Residential,Rooftop Unit,26.42,495.56
135.49,35.0,32.28,15.49,Residential,Split AC,25.24,3595.46
40.41,8.0,27.78,7.72,Educational,Split AC,25.84,944.71
65.42,5.0,28.21,9.47,Educational,Central AC,25.95,1164.62
78.89,9.0,30.51,30.0,Residential,Split AC,26.21,871.39
11.18,8.0,26.49,9.89,Residential,Rooftop Unit,25.08,400.35
92.92,16.0,32.03,10.27,Residential,Central AC,25.2,2446.7
154.23,27.0,22.2,13.39,Residential,Central AC,20.95,2213.69
11.62,-3.0,40.02,19.2,Office,Split AC,25.97,465.33
24.366548354378168,73.0,36.8,17.67,Residential,Heat Pump,23.62,999.02
16.66,4.0,28.4,7.11,Office,Split AC,26.26,344.51
13.17,3.0,33.67,4.74,Educational,Split AC,25.24,402.17
25.72,2.0,21.31,9.35,Commercial,Split AC,24.02,605.14
16.86,3.0,25.38,10.03,Office,Heat Pump,23.11,205.39
43.01,8.0,21.38,20.49,Residential,Central AC,22.48,672.2
32.78,17.0,31.85,22.35,Residential,Split AC,27.3,895.73
52.78,11.0,36.25,15.46,Office,Central AC,26.62,1680.99
37.29,9.0,39.43,20.75,Residential,Central AC,28.64,943.34
59.67,16.0,,30.0,Residential,VRF,23.58,864.04
-8.641969007755403,24.0,23.68,11.39,Office,VRF,23.47,1672.72
52.96,20.0,34.28,24.5,Educational,Split AC,26.1,1563.92
41.7,10.0,20.54,13.88,Commercial,Split AC,21.52,984.97
46.41,13.0,28.0,10.63,Residential,Rooftop Unit,27.16,1071.48
65.57,19.0,12.49,11.09,Residential,Rooftop Unit,19.27,1798.97
10.6,1.0,21.0,13.7,Commercial,Central AC,23.21,227.67
11.6,8.0,26.53,9.34,Educational,Rooftop Unit,23.48,402.92
42.93,6.0,34.65,28.15,hospital,Split AC,26.52,1075.31
12.89,1.0,20.24,13.45,Residential,Heat Pump,21.4,11302.97227846027
20.04,6.0,21.86,24.7,Residential,Split AC,23.31,290.5
42.4,6.0,25.78,0.17640734756682958,Residential,Split AC,24.65,9465.343463161178
34.59,16.0,24.41,12.61,Residential,Central AC,25.16,847.91
14.82,5.0,41.36,0.3130911462314228,Educational,Central AC,29.03,12311.05844881445
98.38,32.0,9.21,9.09,Commercial,Split AC,20.56,4686.73
31.28,20.0,36.91,12.91,Commercial,Heat Pump,23.97,1457.67
49.31,9.0,-59.299055211500146,7.38,Office,Split AC,23.62,1131.1
18.29,3.0,23.03,21.57,Residential,Split AC,23.98,242.56
13.79,2.0,27.11,16.4,Educational,Rooftop Unit,25.11,233.09
12.33,6.0,40.15,22.7,Residential,Split AC,25.24,305.14
20.53,5.0,26.13,10.02,Commercial,Rooftop Unit,25.16,541.27
47.93,2.0,42.82,5.23,Residential,Split AC,28.53,11305.072142470715
14.61,4.0,27.66,28.96863939928692,Educational,Rooftop Unit,25.85,9593.207764131264
23.63,1.0,13.76,10.96,Commercial,Rooftop Unit,19.2,564.76
40.74,15.0,17.84,7.45,Hospital,Central AC,18.76,2056.65
26.21,2.0,,8.95,Educational,Central AC,27.34,624.23
29.62,6.0,26.86,10.43,Commercial,Heat Pump,25.69,531.23
124.13,36.0,25.04,8.0,Office,VRF,23.89,2322.35
71.27,14.0,27.53,18.87,Commercial,Central AC,26.79,1447.59
49.64,12.0,25.0,20.39,Office,Rooftop Unit,24.1,1083.13
54.54,14.0,32.02,11.56,Residential,Central AC,23.51,1610.77
54.01,16.0,21.98,13.78,Office,Central AC,23.11,1194.94
36.29,16.0,26.17,30.0,Educational,Split AC,26.02,688.28
174.68,27.0,27.7,8.82,Residential,Split AC,26.06,2411.41
77.26,18.0,27.38,30.0,Residential,Heat Pump,27.18,791.6
13.773390658157442,103.0,15.77,11.12,Residential,VRF,18.0,293.29
76.43,6.0,21.86,12.81,Office,Rooftop Unit,23.74,1322.31
182.89,36.0,24.14,12.6,Commercial,Central AC,23.73,3980.52
59.13,13.0,33.76,18.95,Educational,Split AC,-5.077506457945759,1546.64
17.738431990693492,86.0,36.5,12.66,Residential,Heat Pump,25.08,1091.96
56.17,2.0,23.11,13.47,Residential,VRF,21.44,9409.432490091689
284.31,36.0,30.39,22.35,Residential,,25.44,5365.61
186.4,36.0,12.39,7.86,Commercial,ROOFTOP UNIT,18.97,8320.91
18.22,1.0,-51.522405542701975,10.74,Office,Split AC,26.35,204.74
284.64,45.0,37.6,14.16,Residential,Heat Pump,24.84,6298.64
28.01,8.0,14.8,17.08,,Heat Pump,21.05,381.19
24.18,6.0,37.92,17.97,Commercial,Rooftop Unit,26.55,967.27
16.75,5.0,32.11,29.14,Educational,Split AC,25.28,412.97
18.23,5.0,25.68,17.66,Educational,Central AC,25.73,369.08
28.34,1.0,23.22,11.79,Educational,Split AC,22.74,304.25
74.87,10.0,29.42,21.41,Office,Central AC,27.87,1350.54
13.34,6.0,22.42,17.36,Residential,Central AC,24.23,365.45
57.0,16.0,24.78,12.29,Commercial,Split AC,23.5,1608.65
21.19,6.0,35.3,11.76,Residential,VRF,25.03,547.97
121.64,13.0,16.45,6.64,Hospital,Split AC,20.06,3436.42
12.06,6.0,33.3,21.87,Residential,Split AC,25.86,294.52
42.11,12.0,17.91,11.51,Residential,Split AC,20.99,782.08
22.647083266392418,34.0,19.68,12.39,Office,Central AC,21.36,12044.767511412698
71.6,5.0,18.6,17.36,Residential,Split AC,18.0,814.18
72.01,16.0,24.12,24.28,Office,VRF,25.07,890.86
58.56,8.0,18.6,13.16,Educational,Split AC,19.43,856.06
13.39,2.0,27.65,5.41,Office,VRF,24.95,11488.950009493085
83.81,30.0,23.76,15.17,Office,Split AC,23.96,1899.47
36.88,11.0,12.63,9.94,Residential,VRF,20.43,821.62
170.44,37.0,15.68,11.44,Office,Central AC,19.27,4620.99
31.4,16.0,27.78,13.13,Educational,Central AC,25.32,950.78
75.69,16.0,29.57,12.94,Office,Central AC,26.99,2122.11
13.65,6.0,40.88,19.41,Residential,Rooftop Unit,28.26,537.03
65.64,6.0,11.22,8.73,Residential,VRF,19.92,1248.51
107.62,24.0,19.88,14.93,Hospital,Heat Pump,21.1,2237.08
10.36,1.0,21.7,16.29,Commercial,Central AC,22.36,174.29
15.14,1.0,28.1,11.8,Office,Split AC,25.53,228.88
152.38,30.0,14.63,10.4,Office,Central AC,18.04,3205.51
17.240462261019857,5.0,39.68,14.58,Hospital,VRF,22.5,15475.675986140966
53.21,8.0,28.25,16.32,Hospital,Split AC,27.0,1227.56
78.83,10.0,27.67,14.61,Commercial,Split AC,25.48,1725.98
173.35,26.0,12.65,30.0,Commercial,Rooftop Unit,19.73,3750.44
28.24,5.0,25.64,15.13,Hospital,Split AC,24.98,714.22
16.389792686731173,75.0,31.17,22.57,Educational,VRF,24.39,358.27
18.54,5.0,7.83,19.28,Educational,Central AC,18.0,569.86
63.11,6.0,27.01,13.83,Commercial,Split AC,22.88,1488.07
193.97,23.0,22.28,8.73,Office,Heat Pump,20.94,2388.6
221.46,32.0,23.97,21.14,Hospital,Central AC,24.81,5564.52
71.24,5.0,32.6,0.24317062051901817,Residential,VRF,24.26,12698.74541073939
84.17,40.0,14.5,0.3544819025445466,Hospital,Rooftop Unit,18.09,12206.10890678455
230.7,53.0,15.77,15.3,Commercial,Split AC,20.26,6434.05
15.01,7.0,24.15,8.6,Commercial,VRF,22.78,416.09
27.49,1.0,23.74,20.05,educational,Split AC,22.32,257.63
199.89,11.0,18.27,14.93,Commercial,Split AC,18.55,3099.61
21.11,5.0,22.55,8.17,Office,Split AC,24.58,528.61
11.70510714760018,15.0,16.54,22.18,Office,Rooftop Unit,21.12,13986.110265588755
22.06,5.0,27.62,13.52,Commercial,Central AC,24.98,679.56
22.88,1.0,24.88,4.82,Educational,Central AC,23.21,354.49
125.41,12.0,37.75,21.08,Educational,VRF,25.11,2491.74
70.93,6.0,20.87,14.19,Commercial,heat pump,21.05,773.2
62.92,10.0,21.77,20.13,Hospital,Central AC,19.32,1947.66
49.34,14.0,11.67,13.62,Office,Central AC,18.93,1888.59
12.47,1.0,5.41,30.0,Residential,VRF,21.65,138.14
83.5,29.0,32.78,30.0,Office,Split AC,23.77,1995.42
75.14,14.0,25.0,19.84,Hospital,Heat Pump,24.38,1169.03
18.623999774130368,96.0,25.06,16.45,Residential,Heat Pump,23.44,97.01
58.33,9.0,28.85,13.18,Office,Central AC,29.01,1011.53
63.6,9.0,21.72,17.34,Residential,Split AC,22.02,656.97
76.98,11.0,35.79,9.75,,Split AC,23.94,3547.86
21.35,3.0,35.41,9.51,Residential,Heat Pump,22.77,434.45
42.25,15.0,26.58,24.09,Residential,Heat Pump,23.26,461.14
23.62,3.0,26.47,25.85,Residential,Central AC,25.92,237.33
46.54,19.0,20.69,13.3,Educational,Split AC,20.43,1076.49
16.82,5.0,17.95,22.89,Office,split ac,20.36,304.74
44.06,10.0,18.8,11.39,Residential,VRF,23.56,608.72
167.63,28.0,21.24,23.08,Educational,Heat Pump,23.16,1562.98
75.32,12.0,18.61,9.32,Office,Rooftop Unit,,1815.34
10.38,2.0,32.39,15.59,Hospital,Heat Pump,22.04,366.57
12.99,4.0,23.49,-2.9865906904236112,Office,Split AC,23.57,291.12
43.35,5.0,34.61,15.78,Residential,VRF,21.74,775.14
27.16,3.0,30.41,,Commercial,Split AC,25.67,501.04
18.87,7.0,37.47,6.16,Residential,Split AC,24.74,666.51
64.63,16.0,32.2,9.35,Commercial,Rooftop Unit,23.88,2780.04
39.13,13.0,32.62,8.75,Hospital,Central AC,23.68,1939.69
12.22,8.0,20.19,,Residential,Central AC,22.72,367.47
17.15,8.0,20.54,15.58,Residential,Central AC,22.97,468.7
21.95,7.0,33.93,9.15,Educational,Split AC ,24.57,719.99
52.53,10.0,13.93,28.19,Residential,Rooftop Unit,18.0,860.46
76.45,7.0,30.29,23.15,Residential,Split AC,24.25,1342.38
22.11,6.0,23.72,7.48,Hospital,Central AC,20.92,664.07
59.46,8.0,28.4,8.99,Residential,VRF,26.66,817.94
48.94,5.0,9.7,,Residential,VRF,19.73,1074.44
97.73,40.0,21.28,17.46,Residential,VRF,21.58,1665.34
43.23,15.0,27.19,5.89,Educational,Heat Pump,24.03,1024.37
61.69,20.0,19.9,6.1,Residential,VRF,20.19,966.68
12.41,3.0,,13.69,Residential,Heat Pump,19.98,235.8
111.98,35.0,,11.25,Hospital,Rooftop Unit,21.59,3989.35
14.215125129122193,116.0,18.61,8.63,Commercial,Heat Pump,20.56,1022.46
173.33,11.0,35.5,11.99,Residential,Rooftop Unit,27.06,
47.39,12.0,31.34,22.04,Residential,Rooftop Unit,27.98,1112.47
139.24,29.0,7.36,22.08,Hospital,Rooftop Unit,20.22,6019.52
15.83,8.0,43.11,23.18,Residential,Rooftop Unit,29.98,703.85
181.38,27.0,13.46,6.49,Residential,Split AC,18.0,4141.1
-38.56902024719167,2.0,23.54,18.27,Hospital,Central AC,24.29,315.41
11.26,7.0,22.26,5.69,Hospital,Heat Pump,22.67,428.06
174.57,17.0,37.95,9.56,Hospital,Rooftop Unit,30.0,9135.82
166.89,27.0,10.2,3.36,Hospital,Rooftop Unit,18.0,11540.99
190.3,14.0,29.38,7.11,Office,Split AC,27.98,3694.1
76.98,7.0,17.76,5.91,Office,Rooftop Unit,18.52,1491.39
41.73,18.0,41.75,14.41,Educational,Central AC,27.98,1818.95
13.88,4.0,20.33,11.79,Commercial,Split AC,21.64,412.2
160.94,16.0,12.24,6.94,Office,Split AC,21.55,4885.33
264.80789982966587,30.0,20.0,17.22,Residential,VRF,22.53,102.80721115351406
11.6,6.0,15.85,12.54,Residential,VRF,19.66,296.31
22.02,1.0,28.27,11.42,Residential,VRF,25.73,232.16
27.94,4.0,34.45,6.8,Office,Central AC,25.03,1079.62
,18.0,18.22,9.11,Educational,Split AC,21.12,2801.87
61.85,13.0,20.04,27.02,Commercial,Central AC,20.93,1315.74
15.59,6.0,21.85,16.16,Residential,Split AC,21.87,267.69
23.21,1.0,27.3,12.77,Commercial,Heat Pump,25.34,278.35
34.51,14.0,26.96,15.83,Office,Split AC,24.24,854.89
38.68,10.0,15.98,13.44,Commercial,VRF,19.46,871.99
18.65,6.0,33.89,4.43,Residential,Split AC,23.74,683.88
65.51,7.0,21.02,14.39,Educational,Central AC,19.53,1011.59
-33.91529025921197,6.0,33.75,20.82,Educational,Rooftop Unit,25.28,708.24
72.08,10.0,25.97,21.23,Residential,Split AC,23.79,821.28
191.35,18.0,25.32,20.68,Residential,Split AC,23.73,1996.28
13.39,8.0,24.71,9.82,Commercial,VRF,24.36,310.09
15.75,1.0,24.8,17.26,Educational,Split AC,24.49,259.6
17.215805075756606,96.0,20.98,18.22,Office,Split AC,21.46,505.71
75.2,18.0,21.83,23.21,Commercial,Split AC,22.74,1471.92
43.9,16.0,30.0,7.53,Office,Central AC,24.25,1509.09
37.84,17.0,36.41,15.76,Commercial,Split AC,25.8,1818.98
26.92,6.0,9.54,16.82,Office,Central AC,19.34,881.99
60.7,5.0,10.57,6.15,Office,VRF,22.37,1673.44
75.14,18.0,16.13,19.35,Residential,Split AC,19.51,1659.96
68.96,2.0,11.39,11.8,Residential,Split AC,19.52,9448.11236519427
61.4,8.0,21.0,12.29,Commercial,Split AC,20.41,1050.48
41.06,19.0,16.96,16.25,Office,Split AC,18.56,1070.03
13.01562064045049,82.0,26.54,9.27,Residential,Split AC,24.73,398.65
78.54,16.0,21.11,17.18,Residential,VRF,20.16,834.59
17.35,6.0,26.91,23.46,Commercial,Heat Pump,26.85,351.61
176.42,29.0,27.33,14.2,Residential,VRF,25.72,2107.76
11.92,2.0,15.36,10.6,Educational,VRF,18.0,174.68
13.48,3.0,22.14,7.05,Office,Rooftop Unit,22.84,338.13
63.57,14.0,10.67,9.23,Commercial,Rooftop Unit,-13.267417303186916,2903.98
12.79,8.0,41.82,18.86,Hospital,VRF,25.2,851.82
40.64,11.0,39.94,16.34,Commercial,VRF,26.06,1324.56
17.85,2.0,32.87,8.42,Commercial,Heat Pump,23.76,9503.357806805401
33.7,19.0,41.77,10.74,Residential,Rooftop Unit,28.74,1696.74
60.8,19.0,23.25,19.44,Office,Central AC,23.92,1307.85
58.87,10.0,23.47,8.14,Educational,Split AC,22.84,806.8
13.553040234072931,109.0,22.68,9.85,Office,Central AC,21.87,417.48
28.95,3.0,11.49,14.44,,Central AC,21.03,809.73
62.62,16.0,45.0,16.98,Residential,Central AC,29.44,-452.42104983844763
35.61,14.0,31.37,10.75,Office,Heat Pump,24.83,963.86
29.15,7.0,7.97,12.53,Residential,Heat Pump,21.17,722.48
224.2468758834129,36.0,35.51,10.8,Office,Central AC,27.57,56.6956658099198
18.052320002989553,93.0,18.99,22.08,Office,Split AC,19.72,259.12
79.84,2.0,5.45,15.86,Commercial,Central AC,18.0,12774.654050254769
56.6,6.0,36.53,14.26,Hospital,VRF,23.76,1895.54
239.45000840531418,2.0,23.34,13.26,Office,Central AC,23.34,38.97171934187287
13.57,7.0,,5.32,Commercial,Split AC,25.68,848.76
31.7,20.0,23.38,28.29272585811177,Hospital,Central AC,23.7,11997.322812250073
37.27,5.0,23.14,12.58,Hospital,Split AC,23.41,707.56
28.75,1.0,39.35,22.16,Residential,Heat Pump,23.05,471.84
114.41,15.0,19.9,27.56,Residential,VRF,20.92,897.4
132.61,14.0,17.37,20.19,Residential,VRF,18.0,1042.57
15.42,1.0,32.07,8.57,Residential,Heat Pump,22.94,259.23
26.29,6.0,18.11,16.43,Educational,Split AC,20.44,
196.8,14.0,25.43,22.58,Hospital,Split AC,25.35,-87.14473766149823
72.56,16.0,26.5,22.03,Educational,Split AC,24.67,1466.9
,14.0,23.32,20.12,Hospital,VRF,23.12,1143.73
17.84,7.0,17.29,20.12,Hospital,Heat Pump,19.79,450.71
12.072321799755752,122.0,35.07,7.21,Residential,Split AC,26.86,634.93
31.09,8.0,34.72,16.94,Educational,Split AC,26.32,1004.76
290.2034891924976,13.0,17.81,13.03,Office,VRF,19.55,199.81299608204463
17.12453960348576,120.0,10.14,7.82,Commercial,Central AC,18.16,550.07
215.99367480102694,20.0,29.77,14.75,Residential,Central AC,25.59,103.66417458213503
34.37,6.0,33.41,16.39,Office,Split AC,,1039.58
27.63,8.0,20.51,11.56,Commercial,,21.71,492.92
169.53,10.0,38.83,16.47,Commercial,Split AC,27.61,5444.15
20.47,8.0,36.46,7.74,Office,VRF,24.76,963.08
14.68,2.0,15.69,17.47,Residential,Heat Pump,18.0,178.28
195.43,12.0,32.91,8.72,Educational,Central AC,26.11,4602.95
36.37,13.0,17.74,16.46,Educational,VRF,18.32,548.59
19.08,3.0,,8.76,Residential,Central AC,19.54,313.95
115.42,18.0,33.58,22.81,Office,Central AC,26.25,2335.6
29.9,3.0,13.83,11.8,Educational,Split AC,19.7,504.49
50.92,11.0,22.27,30.0,Commercial,Split AC,22.69,769.17
17.72,6.0,56.758512525448054,6.27,Residential,Rooftop Unit,19.48,759.72
13.05,2.0,10.89,11.14,Residential,Split AC,20.61,319.27
69.6,15.0,23.04,15.43,Hospital,VRF,23.25,1403.65
57.69,16.0,22.08,13.42,Office,Central AC,22.4,1162.99
22.17,4.0,19.35,30.0,Commercial,Rooftop Unit,20.36,422.3
129.48,12.0,14.7,8.87,Commercial,Central AC,,3921.05
222.97,37.0,39.89,11.27,Commercial,Split AC,27.05,10555.02
123.78,21.0,20.07,16.98,Office,Central AC,20.4,2270.68
59.8,5.0,19.99,24.05,Educational,Central AC,19.2,529.25
49.56,6.0,24.33,8.76,Office,Split AC,22.43,764.9
11.92,5.0,32.77,15.82,Residential,Central AC,27.07,407.0
15.32,8.0,40.85,7.89,Office,Rooftop Unit,29.87,1041.39
33.25,15.0,11.41,10.36,Office,VRF,22.47,1067.29
277.28,41.0,18.48,10.26,Commercial,Split AC,20.38,5589.9
73.9,16.0,30.2,12.38,Hospital, Split AC,23.24,2457.08
40.62,13.0,26.6,12.39,Office,Central AC,26.08,1103.19
66.2,13.0,24.74,22.66,Residential,VRF,24.69,700.38
14.92737770637374,99.0,16.13,9.1,Office,Heat Pump,19.71,344.9
167.73,35.0,6.04,26.654744428599134,Residential,Central AC,18.0,10462.925329331218
22.25,5.0,12.69,24.16,Residential,VRF,21.1,330.29
95.99,38.0,33.33,14.73,Office,Split AC,26.32,3096.68
53.14,7.0,29.63,13.58,Residential ,Heat Pump,25.68,813.55
32.39,9.0,22.76,11.31,Office,Central AC,23.96,946.04
77.44,16.0,27.4,26.451186939111,Residential,VRF,27.03,10210.96492099162
43.03,5.0,24.59,19.34,Commercial,Central AC,22.58,625.29
53.09,20.0,31.21,8.32,Commercial,Split AC,23.9,2155.3
22.76,2.0,27.84,0.36192559089132303,Commercial,Central AC,23.97,11463.965821295073
18.486901528398636,6.0,22.9,9.41,Office,Heat Pump,24.45,12376.985101481638
14.065206183884293,7.0,13.37,29.39,Commercial,Rooftop Unit,18.65,13270.378363289452
34.87,-1.0,15.46,8.46,Residential,Heat Pump,18.26,785.24
43.68,5.0,26.94,14.5,Educational,Split AC,24.82,701.77
